,Year,Season,region,Name,Event,Sport
2311,1996,Summer,Myanmar,3,3,['Athletics' 'Shooting']
2312,1996,Summer,Namibia,8,10,['Boxing' 'Swimming' 'Athletics' 'Shooting']
2313,1996,Summer,Nauru,3,3,['Weightlifting']
2314,1996,Summer,Nepal,6,6,['Athletics' 'Swimming' 'Weightlifting' 'Shooting']
2315,1996,Summer,Netherlands,239,94,"['Rowing' 'Swimming' 'Cycling' 'Archery' 'Baseball' 'Equestrianism'
 'Softball' 'Volleyball' 'Tennis' 'Hockey' 'Badminton' 'Athletics'
 'Water Polo' 'Sailing' 'Shooting' 'Judo' 'Beach Volleyball'
 'Table Tennis' 'Canoeing']"
2316,1996,Summer,New Zealand,95,81,"['Cycling' 'Swimming' 'Rowing' 'Athletics' 'Equestrianism' 'Sailing'
 'Judo' 'Boxing' 'Beach Volleyball' 'Canoeing' 'Badminton' 'Table Tennis'
 'Archery' 'Shooting' 'Tennis']"
2317,1996,Summer,Nicaragua,26,9,['Athletics' 'Baseball' 'Judo' 'Shooting' 'Swimming']
2318,1996,Summer,Niger,3,3,['Athletics']
2319,1996,Summer,Nigeria,65,38,"['Athletics' 'Badminton' 'Football' 'Boxing' 'Wrestling' 'Table Tennis'
 'Tennis' 'Judo' 'Weightlifting']"
2320,1996,Summer,North Korea,24,25,"['Diving' 'Table Tennis' 'Weightlifting' 'Boxing' 'Athletics' 'Wrestling'
 'Shooting' 'Judo' 'Gymnastics']"
2321,1996,Summer,Norway,97,65,"['Football' 'Sailing' 'Swimming' 'Rowing' 'Athletics' 'Beach Volleyball'
 'Cycling' 'Handball' 'Weightlifting' 'Archery' 'Shooting' 'Canoeing'
 'Boxing' 'Wrestling' 'Tennis' 'Gymnastics']"
2322,1996,Summer,Oman,4,5,['Athletics' 'Shooting' 'Swimming' 'Cycling']
2323,1996,Summer,Pakistan,24,9,['Athletics' 'Hockey' 'Boxing' 'Wrestling' 'Swimming']
2324,1996,Summer,Palestine,1,1,['Athletics']
2325,1996,Summer,Panama,7,9,['Weightlifting' 'Swimming' 'Wrestling' 'Canoeing' 'Shooting' 'Athletics']
2326,1996,Summer,Papua New Guinea,11,11,['Athletics' 'Boxing' 'Weightlifting']
2327,1996,Summer,Paraguay,7,7,['Athletics' 'Swimming' 'Fencing' 'Judo' 'Sailing']
2328,1996,Summer,Peru,29,22,"['Swimming' 'Wrestling' 'Volleyball' 'Shooting' 'Badminton' 'Table Tennis'
 'Athletics' 'Boxing']"
2329,1996,Summer,Philippines,12,18,['Boxing' 'Equestrianism' 'Shooting' 'Badminton' 'Athletics' 'Swimming']
2330,1996,Summer,Poland,165,126,"['Cycling' 'Canoeing' 'Boxing' 'Rowing' 'Athletics' 'Table Tennis'
 'Swimming' 'Sailing' 'Equestrianism' 'Weightlifting' 'Shooting'
 'Modern Pentathlon' 'Volleyball' 'Archery' 'Wrestling' 'Fencing' 'Tennis'
 'Judo' 'Badminton' 'Rhythmic Gymnastics']"
2331,1996,Summer,Portugal,107,79,"['Athletics' 'Football' 'Rowing' 'Swimming' 'Weightlifting' 'Shooting'
 'Cycling' 'Sailing' 'Modern Pentathlon' 'Judo' 'Beach Volleyball'
 'Tennis' 'Canoeing' 'Fencing' 'Equestrianism' 'Wrestling' 'Archery'
 'Gymnastics']"
2332,1996,Summer,Puerto Rico,69,60,"['Boxing' 'Diving' 'Basketball' 'Swimming' 'Sailing' 'Shooting' 'Softball'
 'Wrestling' 'Athletics' 'Gymnastics' 'Equestrianism' 'Fencing' 'Judo'
 'Cycling' 'Archery' 'Weightlifting']"
2333,1996,Summer,Qatar,12,10,['Athletics' 'Shooting' 'Table Tennis' 'Sailing']
2334,1996,Summer,Republic of the Congo,5,5,['Swimming' 'Athletics' 'Judo']
2335,1996,Summer,Romania,165,122,"['Rowing' 'Gymnastics' 'Wrestling' 'Water Polo' 'Canoeing' 'Athletics'
 'Shooting' 'Table Tennis' 'Swimming' 'Boxing' 'Fencing'
 'Rhythmic Gymnastics' 'Diving' 'Weightlifting' 'Judo' 'Tennis' 'Sailing'
 'Modern Pentathlon']"
2336,1996,Summer,Russia,390,212,"['Athletics' 'Swimming' 'Rowing' 'Weightlifting' 'Shooting'
 'Synchronized Swimming' 'Badminton' 'Water Polo' 'Volleyball' 'Wrestling'
 'Fencing' 'Archery' 'Basketball' 'Rhythmic Gymnastics' 'Sailing'
 'Cycling' 'Judo' 'Modern Pentathlon' 'Gymnastics' 'Handball' 'Canoeing'
 'Diving' 'Tennis' 'Boxing' 'Table Tennis']"
2337,1996,Summer,Rwanda,4,4,['Athletics']
2338,1996,Summer,Saint Kitts,10,5,['Athletics']
2339,1996,Summer,Saint Lucia,6,5,['Athletics' 'Sailing']
2340,1996,Summer,Saint Vincent,8,6,['Athletics']
2341,1996,Summer,Samoa,5,5,['Boxing' 'Weightlifting' 'Athletics']
2342,1996,Summer,San Marino,7,7,['Shooting' 'Sailing' 'Athletics' 'Swimming' 'Judo' 'Archery']
2343,1996,Summer,Sao Tome and Principe,2,2,['Athletics']
2344,1996,Summer,Saudi Arabia,29,13,['Athletics' 'Weightlifting' 'Football' 'Equestrianism' 'Shooting']
2345,1996,Summer,Senegal,11,8,['Athletics' 'Wrestling' 'Judo']
2346,1996,Summer,Republic of Serbia,68,35,"['Volleyball' 'Basketball' 'Shooting' 'Athletics' 'Swimming'
 'Table Tennis' 'Water Polo' 'Wrestling' 'Weightlifting' 'Judo' 'Fencing'
 'Canoeing' 'Diving']"
2347,1996,Summer,Seychelles,9,9,['Weightlifting' 'Sailing' 'Boxing' 'Athletics' 'Swimming']
2348,1996,Summer,Sierra Leone,14,10,['Athletics' 'Swimming' 'Boxing']
2349,1996,Summer,Slovakia,71,69,"['Boxing' 'Athletics' 'Cycling' 'Canoeing' 'Shooting' 'Sailing' 'Tennis'
 'Rowing' 'Weightlifting' 'Wrestling' 'Gymnastics' 'Swimming' 'Judo'
 'Table Tennis']"
2350,1996,Summer,Slovenia,37,34,"['Canoeing' 'Athletics' 'Swimming' 'Rowing' 'Sailing' 'Shooting' 'Archery'
 'Cycling']"
2351,1996,Summer,Solomon Islands,4,4,['Weightlifting' 'Athletics']
2352,1996,Summer,Somalia,4,4,['Athletics']
2353,1996,Summer,South Africa,84,62,"['Sailing' 'Hockey' 'Rowing' 'Archery' 'Boxing' 'Athletics'
 'Modern Pentathlon' 'Tennis' 'Swimming' 'Wrestling' 'Cycling' 'Shooting'
 'Judo' 'Canoeing']"
2354,1996,Summer,South Korea,299,160,"['Baseball' 'Basketball' 'Boxing' 'Volleyball' 'Badminton' 'Shooting'
 'Swimming' 'Weightlifting' 'Hockey' 'Wrestling' 'Football' 'Tennis'
 'Athletics' 'Table Tennis' 'Fencing' 'Judo' 'Diving' 'Handball'
 'Gymnastics' 'Cycling' 'Archery' 'Canoeing' 'Sailing' 'Modern Pentathlon'
 'Rowing']"
2355,1996,Summer,Spain,289,157,"['Water Polo' 'Rowing' 'Athletics' 'Cycling' 'Equestrianism' 'Diving'
 'Judo' 'Hockey' 'Shooting' 'Canoeing' 'Football' 'Rhythmic Gymnastics'
 'Swimming' 'Sailing' 'Beach Volleyball' 'Tennis' 'Gymnastics'
 'Weightlifting' 'Fencing' 'Handball' 'Boxing' 'Archery']"
2356,1996,Summer,Sri Lanka,9,9,['Diving' 'Athletics' 'Shooting']
2357,1996,Summer,Sudan,4,4,['Athletics' 'Table Tennis']
2358,1996,Summer,Suriname,7,11,['Swimming' 'Athletics' 'Badminton']
2359,1996,Summer,Swaziland,6,5,['Athletics' 'Boxing' 'Swimming']
2360,1996,Summer,Sweden,177,109,"['Equestrianism' 'Athletics' 'Weightlifting' 'Sailing' 'Swimming'
 'Canoeing' 'Diving' 'Shooting' 'Handball' 'Football' 'Cycling'
 'Badminton' 'Wrestling' 'Archery' 'Tennis' 'Rowing' 'Modern Pentathlon'
 'Fencing' 'Beach Volleyball' 'Table Tennis' 'Boxing' 'Judo']"
2361,1996,Summer,Switzerland,115,83,"['Shooting' 'Rowing' 'Handball' 'Canoeing' 'Athletics' 'Fencing'
 'Wrestling' 'Swimming' 'Gymnastics' 'Equestrianism' 'Cycling' 'Tennis'
 'Sailing' 'Judo' 'Table Tennis' 'Modern Pentathlon' 'Badminton']"
2362,1996,Summer,Syria,7,8,['Boxing' 'Wrestling' 'Weightlifting' 'Swimming' 'Athletics']
2363,1996,Summer,Taiwan,74,63,"['Table Tennis' 'Softball' 'Badminton' 'Swimming' 'Athletics' 'Cycling'
 'Tennis' 'Judo' 'Diving' 'Archery' 'Shooting' 'Sailing' 'Weightlifting'
 'Boxing']"
2364,1996,Summer,Tajikistan,8,8,['Judo' 'Wrestling' 'Athletics' 'Boxing' 'Diving']
2365,1996,Summer,United Republic of Tanzania,7,5,['Athletics' 'Boxing']
2366,1996,Summer,Thailand,37,42,"['Badminton' 'Shooting' 'Sailing' 'Athletics' 'Swimming' 'Boxing' 'Judo'
 'Diving' 'Tennis' 'Weightlifting']"
2367,1996,Summer,Togo,5,4,['Athletics']
2368,1996,Summer,Tonga,5,5,['Boxing' 'Athletics' 'Weightlifting']
2369,1996,Summer,Trinidad and Tobago,12,14,['Athletics' 'Swimming' 'Badminton' 'Cycling' 'Boxing' 'Table Tennis']
2370,1996,Summer,Tunisia,51,24,"['Judo' 'Volleyball' 'Wrestling' 'Football' 'Athletics' 'Boxing' 'Tennis'
 'Table Tennis' 'Fencing']"
2371,1996,Summer,Turkey,53,55,"['Judo' 'Athletics' 'Sailing' 'Archery' 'Weightlifting' 'Wrestling'
 'Swimming' 'Boxing' 'Shooting']"
2372,1996,Summer,Turkmenistan,7,7,['Judo' 'Boxing' 'Athletics' 'Shooting' 'Wrestling' 'Table Tennis']
2373,1996,Summer,England,300,175,"['Athletics' 'Sailing' 'Cycling' 'Diving' 'Badminton' 'Weightlifting'
 'Hockey' 'Shooting' 'Equestrianism' 'Rowing' 'Judo' 'Swimming' 'Canoeing'
 'Gymnastics' 'Tennis' 'Boxing' 'Table Tennis' 'Beach Volleyball'
 'Archery' 'Fencing' 'Modern Pentathlon' 'Wrestling']"
2374,1996,Summer,USA,648,263,"['Handball' 'Athletics' 'Archery' 'Sailing' 'Tennis' 'Football' 'Shooting'
 'Baseball' 'Hockey' 'Cycling' 'Wrestling' 'Water Polo' 'Rowing'
 'Basketball' 'Judo' 'Canoeing' 'Gymnastics' 'Volleyball' 'Weightlifting'
 'Fencing' 'Swimming' 'Softball' 'Synchronized Swimming' 'Equestrianism'
 'Table Tennis' 'Beach Volleyball' 'Boxing' 'Diving' 'Rhythmic Gymnastics'
 'Badminton' 'Modern Pentathlon']"
2375,1996,Summer,Uganda,10,9,['Athletics' 'Boxing' 'Weightlifting' 'Table Tennis']
2376,1996,Summer,Ukraine,231,148,"['Wrestling' 'Water Polo' 'Athletics' 'Swimming' 'Shooting' 'Canoeing'
 'Judo' 'Archery' 'Weightlifting' 'Cycling' 'Volleyball' 'Sailing'
 'Fencing' 'Basketball' 'Rowing' 'Modern Pentathlon' 'Badminton' 'Boxing'
 'Gymnastics' 'Diving' 'Rhythmic Gymnastics']"
2377,1996,Summer,United Arab Emirates,4,4,['Shooting' 'Athletics' 'Swimming' 'Cycling']
2378,1996,Summer,Uruguay,14,14,"['Cycling' 'Judo' 'Athletics' 'Sailing' 'Tennis' 'Swimming' 'Diving'
 'Weightlifting']"
2379,1996,Summer,Uzbekistan,71,70,"['Boxing' 'Cycling' 'Swimming' 'Wrestling' 'Shooting' 'Canoeing'
 'Athletics' 'Judo' 'Gymnastics' 'Weightlifting' 'Tennis' 'Fencing']"
2380,1996,Summer,Vanuatu,4,4,['Athletics']
2381,1996,Summer,Venezuela,39,36,"['Cycling' 'Boxing' 'Tennis' 'Fencing' 'Swimming' 'Diving' 'Wrestling'
 'Judo' 'Weightlifting' 'Athletics' 'Sailing' 'Table Tennis']"
2382,1996,Summer,Vietnam,6,6,['Judo' 'Athletics' 'Shooting' 'Swimming']
2383,1996,Summer,"Virgin Islands, British",7,5,['Athletics' 'Sailing']
2384,1996,Summer,"Virgin Islands, US",12,11,['Athletics' 'Boxing' 'Shooting' 'Sailing' 'Swimming']
2385,1996,Summer,Yemen,4,4,['Wrestling' 'Athletics']
2386,1996,Summer,Zambia,8,8,['Boxing' 'Athletics']
2387,1996,Summer,Zimbabwe,13,15,['Tennis' 'Athletics' 'Cycling' 'Boxing' 'Swimming' 'Diving']
2388,1998,Winter,Andorra,3,5,['Alpine Skiing']
2389,1998,Winter,Argentina,2,6,['Alpine Skiing' 'Snowboarding']
2390,1998,Winter,Armenia,7,5,"['Figure Skating' 'Alpine Skiing' 'Cross Country Skiing'
 'Freestyle Skiing']"
2391,1998,Winter,Australia,23,22,"['Bobsleigh' 'Short Track Speed Skating' 'Figure Skating'
 'Freestyle Skiing' 'Cross Country Skiing' 'Biathlon' 'Alpine Skiing'
 'Snowboarding']"
2392,1998,Winter,Austria,96,48,"['Bobsleigh' 'Nordic Combined' 'Ice Hockey' 'Speed Skating' 'Biathlon'
 'Alpine Skiing' 'Snowboarding' 'Cross Country Skiing' 'Luge'
 'Ski Jumping' 'Freestyle Skiing' 'Figure Skating']"
2393,1998,Winter,Azerbaijan,4,3,['Figure Skating']
2394,1998,Winter,Belarus,59,29,"['Ice Hockey' 'Cross Country Skiing' 'Biathlon' 'Speed Skating'
 'Freestyle Skiing' 'Nordic Combined' 'Figure Skating' 'Ski Jumping'
 'Alpine Skiing']"
2395,1998,Winter,Belgium,1,3,['Speed Skating']
2396,1998,Winter,Bermuda,1,1,['Luge']
2397,1998,Winter,Bosnia and Herzegovina,8,8,['Alpine Skiing' 'Luge' 'Bobsleigh']
2398,1998,Winter,Brazil,1,1,['Alpine Skiing']
2399,1998,Winter,Bulgaria,19,22,"['Cross Country Skiing' 'Biathlon' 'Figure Skating' 'Alpine Skiing'
 'Snowboarding' 'Short Track Speed Skating']"
2400,1998,Winter,Canada,144,55,"['Snowboarding' 'Speed Skating' 'Freestyle Skiing'
 'Short Track Speed Skating' 'Biathlon' 'Curling' 'Cross Country Skiing'
 'Ice Hockey' 'Figure Skating' 'Bobsleigh' 'Alpine Skiing' 'Luge']"
2401,1998,Winter,Chile,3,3,['Alpine Skiing']
2402,1998,Winter,China,56,29,"['Short Track Speed Skating' 'Ice Hockey' 'Figure Skating' 'Speed Skating'
 'Freestyle Skiing' 'Cross Country Skiing' 'Biathlon']"
2403,1998,Winter,Croatia,6,10,['Alpine Skiing' 'Figure Skating' 'Cross Country Skiing']
2404,1998,Winter,Cyprus,1,1,['Alpine Skiing']
2405,1998,Winter,Czech Republic,61,36,"['Biathlon' 'Cross Country Skiing' 'Ice Hockey' 'Figure Skating'
 'Ski Jumping' 'Bobsleigh' 'Nordic Combined' 'Alpine Skiing'
 'Freestyle Skiing']"
2406,1998,Winter,Denmark,12,14,"['Curling' 'Cross Country Skiing' 'Freestyle Skiing' 'Alpine Skiing'
 'Snowboarding' 'Figure Skating']"
2407,1998,Winter,Estonia,20,17,"['Cross Country Skiing' 'Biathlon' 'Nordic Combined' 'Figure Skating'
 'Luge']"
2408,1998,Winter,Finland,85,34,"['Ski Jumping' 'Cross Country Skiing' 'Ice Hockey' 'Figure Skating'
 'Biathlon' 'Speed Skating' 'Snowboarding' 'Freestyle Skiing'
 'Nordic Combined' 'Alpine Skiing']"
2409,1998,Winter,France,106,47,"['Figure Skating' 'Ice Hockey' 'Bobsleigh' 'Alpine Skiing' 'Biathlon'
 'Nordic Combined' 'Cross Country Skiing' 'Snowboarding'
 'Freestyle Skiing' 'Ski Jumping' 'Speed Skating'
 'Short Track Speed Skating']"
2410,1998,Winter,Georgia,4,6,['Alpine Skiing' 'Ski Jumping']
2411,1998,Winter,Germany,125,58,"['Nordic Combined' 'Speed Skating' 'Luge' 'Biathlon' 'Curling'
 'Cross Country Skiing' 'Ice Hockey' 'Alpine Skiing'
 'Short Track Speed Skating' 'Bobsleigh' 'Snowboarding' 'Ski Jumping'
 'Figure Skating' 'Freestyle Skiing']"
2412,1998,Winter,Greece,13,11,"['Cross Country Skiing' 'Alpine Skiing' 'Bobsleigh' 'Snowboarding' 'Luge'
 'Biathlon']"
2413,1998,Winter,Hungary,17,18,"['Speed Skating' 'Alpine Skiing' 'Biathlon' 'Bobsleigh'
 'Cross Country Skiing' 'Figure Skating']"
2414,1998,Winter,Iceland,7,5,['Alpine Skiing']
2415,1998,Winter,India,1,1,['Luge']
2416,1998,Winter,Iran,1,1,['Alpine Skiing']
2417,1998,Winter,Ireland,6,4,['Bobsleigh' 'Alpine Skiing']
2418,1998,Winter,Israel,3,2,['Figure Skating']
2419,1998,Winter,Italy,113,54,"['Cross Country Skiing' 'Short Track Speed Skating' 'Ice Hockey'
 'Speed Skating' 'Alpine Skiing' 'Figure Skating' 'Luge' 'Biathlon'
 'Ski Jumping' 'Bobsleigh' 'Snowboarding' 'Nordic Combined'
 'Freestyle Skiing']"
2420,1998,Winter,Jamaica,6,2,['Bobsleigh']
2421,1998,Winter,Japan,156,65,"['Figure Skating' 'Freestyle Skiing' 'Cross Country Skiing' 'Bobsleigh'
 'Speed Skating' 'Ice Hockey' 'Ski Jumping' 'Alpine Skiing' 'Snowboarding'
 'Curling' 'Biathlon' 'Luge' 'Short Track Speed Skating' 'Nordic Combined']"
2422,1998,Winter,Kazakhstan,60,34,"['Ice Hockey' 'Freestyle Skiing' 'Speed Skating' 'Cross Country Skiing'
 'Ski Jumping' 'Biathlon' 'Figure Skating' 'Alpine Skiing']"
2423,1998,Winter,Kenya,1,1,['Cross Country Skiing']
2424,1998,Winter,Kyrgyzstan,1,2,['Biathlon']
2425,1998,Winter,Latvia,29,23,"['Alpine Skiing' 'Luge' 'Bobsleigh' 'Cross Country Skiing' 'Biathlon'
 'Speed Skating']"
2426,1998,Winter,Liechtenstein,8,12,['Alpine Skiing' 'Cross Country Skiing']
2427,1998,Winter,Lithuania,7,13,['Biathlon' 'Figure Skating' 'Cross Country Skiing' 'Alpine Skiing']
2428,1998,Winter,Luxembourg,1,1,['Figure Skating']
2429,1998,Winter,Macedonia,3,3,['Cross Country Skiing' 'Alpine Skiing']
2430,1998,Winter,Moldova,2,4,['Biathlon']
2431,1998,Winter,Monaco,4,2,['Bobsleigh']
2432,1998,Winter,Mongolia,3,3,['Short Track Speed Skating' 'Cross Country Skiing']
2433,1998,Winter,Netherlands,22,16,['Speed Skating' 'Short Track Speed Skating' 'Snowboarding']
2434,1998,Winter,New Zealand,8,8,"['Snowboarding' 'Freestyle Skiing' 'Bobsleigh' 'Speed Skating' 'Luge'
 'Alpine Skiing']"
2435,1998,Winter,North Korea,8,7,['Short Track Speed Skating' 'Speed Skating']
2436,1998,Winter,Norway,75,48,"['Alpine Skiing' 'Bobsleigh' 'Cross Country Skiing' 'Biathlon'
 'Nordic Combined' 'Ski Jumping' 'Snowboarding' 'Curling' 'Speed Skating'
 'Freestyle Skiing']"
2437,1998,Winter,Poland,39,35,"['Speed Skating' 'Alpine Skiing' 'Cross Country Skiing' 'Biathlon'
 'Ski Jumping' 'Bobsleigh' 'Figure Skating' 'Snowboarding' 'Luge'
 'Short Track Speed Skating']"
2438,1998,Winter,Portugal,2,2,['Speed Skating' 'Freestyle Skiing']
2439,1998,Winter,Puerto Rico,6,3,['Bobsleigh' 'Alpine Skiing']
2440,1998,Winter,Romania,16,22,"['Cross Country Skiing' 'Luge' 'Bobsleigh' 'Speed Skating' 'Biathlon'
 'Figure Skating']"
2441,1998,Winter,Russia,122,52,"['Biathlon' 'Alpine Skiing' 'Speed Skating' 'Figure Skating' 'Ice Hockey'
 'Luge' 'Cross Country Skiing' 'Freestyle Skiing' 'Bobsleigh'
 'Nordic Combined' 'Ski Jumping' 'Short Track Speed Skating']"
2442,1998,Winter,Republic of Serbia,2,2,['Alpine Skiing']
2443,1998,Winter,Slovakia,37,20,"['Cross Country Skiing' 'Ice Hockey' 'Luge' 'Biathlon' 'Figure Skating'
 'Ski Jumping' 'Snowboarding']"
2444,1998,Winter,Slovenia,34,25,"['Alpine Skiing' 'Biathlon' 'Ski Jumping' 'Freestyle Skiing'
 'Figure Skating' 'Cross Country Skiing' 'Nordic Combined' 'Snowboarding']"
2445,1998,Winter,South Africa,2,3,['Alpine Skiing' 'Figure Skating']
2446,1998,Winter,South Korea,37,28,"['Cross Country Skiing' 'Short Track Speed Skating' 'Speed Skating'
 'Alpine Skiing' 'Ski Jumping' 'Luge' 'Biathlon' 'Figure Skating']"
2447,1998,Winter,Spain,12,8,['Figure Skating' 'Snowboarding' 'Alpine Skiing' 'Cross Country Skiing']
2448,1998,Winter,Sweden,99,42,"['Ice Hockey' 'Snowboarding' 'Cross Country Skiing' 'Biathlon'
 'Freestyle Skiing' 'Curling' 'Alpine Skiing' 'Figure Skating' 'Luge'
 'Short Track Speed Skating']"
2449,1998,Winter,Switzerland,69,39,"['Alpine Skiing' 'Bobsleigh' 'Cross Country Skiing' 'Ski Jumping'
 'Curling' 'Freestyle Skiing' 'Biathlon' 'Nordic Combined' 'Snowboarding'
 'Speed Skating' 'Luge' 'Figure Skating']"
2450,1998,Winter,Taiwan,7,5,['Bobsleigh' 'Luge' 'Figure Skating']
2451,1998,Winter,Trinidad and Tobago,2,1,['Bobsleigh']
2452,1998,Winter,Turkey,1,1,['Alpine Skiing']
2453,1998,Winter,England,34,19,"['Short Track Speed Skating' 'Bobsleigh' 'Alpine Skiing' 'Curling'
 'Figure Skating' 'Biathlon' 'Freestyle Skiing']"
2454,1998,Winter,USA,186,68,"['Ski Jumping' 'Ice Hockey' 'Snowboarding' 'Freestyle Skiing'
 'Cross Country Skiing' 'Figure Skating' 'Speed Skating' 'Curling' 'Luge'
 'Alpine Skiing' 'Nordic Combined' 'Biathlon' 'Short Track Speed Skating'
 'Bobsleigh']"
2455,1998,Winter,Ukraine,56,41,"['Cross Country Skiing' 'Luge' 'Speed Skating' 'Freestyle Skiing'
 'Biathlon' 'Figure Skating' 'Ski Jumping' 'Alpine Skiing' 'Bobsleigh'
 'Short Track Speed Skating']"
2456,1998,Winter,Uruguay,1,1,['Alpine Skiing']
2457,1998,Winter,Uzbekistan,4,4,['Freestyle Skiing' 'Figure Skating' 'Alpine Skiing']
2458,1998,Winter,Venezuela,1,1,['Luge']
2459,1998,Winter,"Virgin Islands, US",7,3,['Luge' 'Bobsleigh']
2460,2000,Summer,Albania,4,5,['Athletics' 'Shooting' 'Weightlifting']
2461,2000,Summer,Algeria,47,42,"['Swimming' 'Boxing' 'Rowing' 'Athletics' 'Judo' 'Trampolining'
 'Wrestling' 'Fencing' 'Table Tennis' 'Weightlifting']"
2462,2000,Summer,American Samoa,4,4,['Athletics' 'Weightlifting' 'Archery']
2463,2000,Summer,Andorra,5,5,['Athletics' 'Swimming' 'Shooting']
2464,2000,Summer,Angola,30,7,['Swimming' 'Basketball' 'Handball' 'Shooting' 'Athletics']
2465,2000,Summer,Antigua,3,4,['Athletics' 'Sailing']
2466,2000,Summer,Argentina,143,98,"['Swimming' 'Athletics' 'Rowing' 'Hockey' 'Judo' 'Shooting' 'Sailing'
 'Beach Volleyball' 'Volleyball' 'Cycling' 'Fencing' 'Boxing' 'Tennis'
 'Canoeing' 'Equestrianism' 'Triathlon' 'Taekwondo' 'Diving'
 'Weightlifting' 'Table Tennis' 'Gymnastics']"
2467,2000,Summer,Armenia,25,26,"['Diving' 'Wrestling' 'Weightlifting' 'Boxing' 'Canoeing' 'Swimming'
 'Athletics' 'Shooting' 'Tennis' 'Judo']"
2468,2000,Summer,Aruba,5,5,['Swimming' 'Athletics' 'Judo']
2469,2000,Summer,Australia,617,270,"['Wrestling' 'Fencing' 'Athletics' 'Cycling' 'Football' 'Hockey'
 'Softball' 'Baseball' 'Basketball' 'Judo' 'Sailing' 'Handball' 'Canoeing'
 'Rowing' 'Badminton' 'Weightlifting' 'Volleyball' 'Shooting'
 'Equestrianism' 'Water Polo' 'Swimming' 'Taekwondo' 'Modern Pentathlon'
 'Table Tennis' 'Gymnastics' 'Boxing' 'Beach Volleyball'
 'Synchronized Swimming' 'Tennis' 'Archery' 'Trampolining' 'Diving'
 'Triathlon' 'Rhythmic Gymnastics']"
2470,2000,Summer,Austria,92,68,"['Athletics' 'Equestrianism' 'Beach Volleyball' 'Judo' 'Handball'
 'Cycling' 'Taekwondo' 'Sailing' 'Table Tennis' 'Swimming' 'Triathlon'
 'Shooting' 'Diving' 'Rowing' 'Fencing' 'Canoeing' 'Tennis']"
2471,2000,Summer,Azerbaijan,31,32,"['Weightlifting' 'Wrestling' 'Boxing' 'Shooting' 'Athletics' 'Diving'
 'Judo' 'Swimming']"
2472,2000,Summer,The Bahamas,25,18,['Athletics' 'Swimming' 'Tennis']
2473,2000,Summer,Bahrain,4,4,['Swimming' 'Athletics']
2474,2000,Summer,Bangladesh,5,6,['Swimming' 'Athletics' 'Shooting']
2475,2000,Summer,Barbados,18,21,['Swimming' 'Athletics' 'Boxing' 'Sailing' 'Shooting' 'Judo']
2476,2000,Summer,Belarus,139,109,"['Diving' 'Rhythmic Gymnastics' 'Athletics' 'Judo' 'Canoeing' 'Tennis'
 'Swimming' 'Shooting' 'Weightlifting' 'Rowing' 'Boxing' 'Wrestling'
 'Modern Pentathlon' 'Sailing' 'Gymnastics' 'Archery' 'Trampolining'
 'Table Tennis' 'Fencing' 'Synchronized Swimming']"
2477,2000,Summer,Belgium,68,64,"['Tennis' 'Swimming' 'Sailing' 'Equestrianism' 'Judo' 'Cycling'
 'Athletics' 'Weightlifting' 'Rowing' 'Shooting' 'Archery' 'Badminton'
 'Canoeing' 'Gymnastics' 'Table Tennis' 'Triathlon']"
2478,2000,Summer,Belize,2,2,['Athletics']
2479,2000,Summer,Benin,4,4,['Athletics' 'Taekwondo' 'Tennis']
2480,2000,Summer,Bermuda,6,6,['Sailing' 'Swimming' 'Equestrianism' 'Athletics']
2481,2000,Summer,Bhutan,2,2,['Archery']
2482,2000,Summer,Bolivia,5,5,['Tennis' 'Athletics' 'Swimming']
2483,2000,Summer,Bosnia and Herzegovina,9,10,['Shooting' 'Swimming' 'Judo' 'Athletics']
2484,2000,Summer,Botswana,7,5,['Athletics' 'Boxing']
2485,2000,Summer,Brazil,198,96,"['Basketball' 'Handball' 'Football' 'Judo' 'Triathlon' 'Boxing'
 'Beach Volleyball' 'Sailing' 'Swimming' 'Rhythmic Gymnastics' 'Cycling'
 'Canoeing' 'Gymnastics' 'Tennis' 'Equestrianism' 'Athletics'
 'Table Tennis' 'Volleyball' 'Diving' 'Weightlifting' 'Fencing'
 'Synchronized Swimming' 'Rowing' 'Taekwondo']"
2486,2000,Summer,Brunei,2,2,['Shooting' 'Athletics']
2487,2000,Summer,Bulgaria,91,85,"['Swimming' 'Athletics' 'Rhythmic Gymnastics' 'Wrestling' 'Weightlifting'
 'Judo' 'Canoeing' 'Rowing' 'Shooting' 'Gymnastics' 'Modern Pentathlon'
 'Badminton' 'Sailing' 'Boxing' 'Equestrianism' 'Beach Volleyball']"
2488,2000,Summer,Burkina Faso,4,4,['Judo' 'Athletics' 'Boxing']
2489,2000,Summer,Burundi,6,5,['Athletics']
2490,2000,Summer,Cambodia,4,4,['Swimming' 'Athletics']
2491,2000,Summer,Cameroon,34,14,['Football' 'Athletics' 'Boxing' 'Judo']
